time,posx,posy,posz,rotx,roty,rotz,rotw
48.21369,-0.3,0.299797,10.47712,-0.001111783,0.0150487,0.007679907,0.9998567
48.22756,-0.3,0.3873244,10.20812,-0.002999514,0.04044117,0.02100966,0.9989566
48.24144,-0.3,0.47237,9.938663,-0.00469274,0.06299602,0.03379712,0.9974303
48.25541,-0.3,0.5552821,9.667571,-0.00613805,0.08208961,0.04559141,0.9955627
48.26919,-0.3,0.6345932,9.399703,-0.007269359,0.09691996,0.05585955,0.9936969
48.28288,-0.3,0.7108183,9.133574,-0.008074352,0.1073988,0.06437978,0.9920965
48.29706,-0.3,0.7871611,8.85739,-0.008561959,0.1136805,0.07114393,0.9909299
48.31091,-0.3,0.8591004,8.587323,-0.008702602,0.11538,0.07568292,0.9903958
48.32472,-0.3,0.9282869,8.317674,-0.008523359,0.1129202,0.07798259,0.9905025
48.33854,-0.3,0.9949583,8.047441,-0.007463151,0.09976126,0.07457279,0.9921849
48.35206,-0.3,1.057756,7.782383,-0.006307008,0.08543256,0.06893713,0.9939362
48.36594,-0.3,1.11964,7.510251,-0.005206705,0.07156434,0.06269117,0.9954503
48.38008,-0.3,1.180031,7.232759,-0.004193131,0.05837356,0.05630701,0.9966968
48.39381,-0.3,1.236134,6.963031,-0.003322697,0.04652804,0.0501346,0.9976526
48.40789,-0.3,1.29105,6.68659,-0.002558542,0.03535638,0.04411818,0.9983972
48.42191,-0.3,1.343064,6.411753,-0.001917425,0.02522644,0.03837606,0.998943
48.43597,-0.3,1.392608,6.136055,-0.001403039,0.01605157,0.03295236,0.9993271
48.44963,-0.3,1.438194,5.867407,-0.001034623,0.008069247,0.02796023,0.999576
48.46341,-0.3,1.481683,5.595851,-0.0007945267,0.0008971337,0.02337018,0.9997262
48.47731,-0.3,1.522958,5.321952,-0.0006860265,-0.005516132,0.01919191,0.9998004
48.49128,-0.3,1.561833,5.046422,-0.0007107394,-0.01120184,0.01544945,0.9998177
48.50524,-0.3,1.598059,4.770181,-0.0008781219,-0.01623207,0.01216811,0.9997938
48.51869,-0.3,1.630512,4.503644,-0.001163731,-0.02064339,0.009383474,0.9997422
48.5327,-0.3,1.661735,4.226952,-0.001557726,-0.02495324,0.007060553,0.9996625
48.54692,-0.3,1.69075,3.949769,-0.001986031,-0.0292771,0.005205819,0.9995558
48.56067,-0.3,1.716227,3.682977,-0.002475908,-0.03344182,0.003816058,0.9994304
48.57478,-0.3,1.739752,3.40643,-0.003273368,-0.0379239,0.002859549,0.9992712
48.58847,-0.3,1.760031,3.134085,-0.00427828,-0.04285982,0.002308026,0.9990693
48.60235,-0.3,1.77802,2.857641,-0.005556821,-0.04894453,0.002120398,0.9987838
48.61625,-0.3,1.793449,2.581286,-0.007075815,-0.05624759,0.00224553,0.9983892
48.62985,-0.3,1.806054,2.311413,-0.00879738,-0.06504478,0.002612171,0.9978402
48.64396,-0.3,1.816515,2.033179,-0.01091996,-0.07706167,0.00313275,0.9969616
48.65771,-0.3,1.824143,1.762623,-0.01358744,-0.09320408,0.003678449,0.9955475
