time,posx,posy,posz,rotx,roty,rotz,rotw
20.56238,-0.9,0.3064354,10.10416,0.005149301,-0.007659891,-0.02665809,0.999602
20.57617,-0.9,0.3700777,9.830481,0.01070927,-0.01597364,-0.0564781,0.9982187
20.59021,-0.9,0.4327539,9.551558,0.0157381,-0.02354963,-0.08477779,0.9959973
20.60413,-0.9,0.4928016,9.27466,0.01994663,-0.02999281,-0.1097463,0.9933068
20.61804,-0.9,0.5507749,8.997406,0.02327401,-0.03526354,-0.1306891,0.9905227
20.6322,-0.9,0.607636,8.714915,0.02569362,-0.03938606,-0.1471247,0.9879994
20.64587,-0.9,0.6604984,8.44192,0.02710382,-0.04220308,-0.1580758,0.9861523
20.65979,-0.9,0.7122487,8.163746,0.02761045,-0.04399656,-0.163697,0.9851423
20.67383,-0.9,0.762351,7.88281,0.0258502,-0.04301803,-0.1560898,0.986467
20.68774,-0.9,0.8099343,7.603942,0.02358024,-0.04189091,-0.1431155,0.9885378
20.70154,-0.9,0.855053,7.327112,0.02138487,-0.04127312,-0.1290488,0.9905482
20.71533,-0.9,0.8981336,7.049826,0.01932014,-0.04117619,-0.1149545,0.9923289
20.72925,-0.9,0.9395301,6.769689,0.01739705,-0.04163576,-0.1011478,0.9938475
20.74316,-0.9,0.9788522,6.489475,0.01564957,-0.04269246,-0.0878846,0.9950923
20.75745,-0.9,1.017052,6.201893,0.01406544,-0.04444183,-0.07516482,0.996081
20.77124,-0.9,1.051872,5.924319,0.01270898,-0.04682501,-0.06342579,0.9968064
20.78503,-0.9,1.084654,5.646455,0.01154843,-0.0499362,-0.05267309,0.9972956
20.79883,-0.9,1.115397,5.368205,0.01057832,-0.05384887,-0.04295047,0.9975689
20.81262,-0.9,1.144102,5.089429,0.009793284,-0.05862793,-0.03430715,0.9976422
20.82666,-0.9,1.171223,4.805488,0.009203236,-0.06446388,-0.02674773,0.9975191
20.84033,-0.9,1.195608,4.528626,0.008802122,-0.07118886,-0.02037004,0.997216
20.85413,-0.9,1.21818,4.248867,0.008591208,-0.0791665,-0.01515166,0.9967092
20.86804,-0.9,1.238888,3.966097,0.008577078,-0.08862706,-0.01107751,0.9959664
20.8822,-0.9,1.257829,3.677854,0.008785647,-0.0999966,-0.008122331,0.9949158
20.896,-0.9,1.274215,3.396742,0.009209104,-0.1131106,-0.006227176,0.9935202
20.90991,-0.9,1.288682,3.1127,0.009907229,-0.1289098,-0.005300354,0.9915927
20.92371,-0.9,1.300973,2.830926,0.01090473,-0.1478111,-0.005208306,0.9889418
20.93762,-0.9,1.311309,2.546396,0.01230191,-0.1711293,-0.005778951,0.9851549
20.95166,-0.9,1.319633,2.259159,0.01419974,-0.2004703,-0.006782422,0.9795734
20.96558,-0.9,1.325802,1.974019,0.01670623,-0.237513,-0.007902425,0.9712086
20.97949,-0.9,1.329896,1.688605,0.02004044,-0.28563,-0.008713212,0.9580908
