time,posx,posy,posz,rotx,roty,rotz,rotw
131.4127,0.9,0.3080084,10.09901,0.005336889,-0.02802722,0.2101167,0.9772599
131.4265,0.9,0.3716011,9.827035,0.01112712,-0.05528245,0.4270045,0.9024895
131.4404,0.9,0.4336914,9.552339,0.01640602,-0.07631086,0.6103505,0.7882764
131.4545,0.9,0.4942245,9.274933,0.02087889,-0.09045756,0.7506481,0.6541475
131.4683,0.9,0.5516487,9.002034,0.02440154,-0.09820907,0.8459436,0.5235828
131.4821,0.9,0.6070348,8.728703,0.02713523,-0.1012522,0.9051548,0.4119545
131.4961,0.9,0.6613085,8.45011,0.02932377,-0.1010054,0.9379399,0.3304643
131.5104,0.9,0.7143599,8.166298,0.03118813,-0.09843759,0.952049,0.2879935
131.5244,0.9,0.7643751,7.886961,0.03161291,-0.0868749,0.9544978,0.2835265
131.5378,0.9,0.8102405,7.61931,0.03197407,-0.07435358,0.953814,0.2892892
131.5515,0.9,0.8549554,7.346505,0.03264929,-0.06218616,0.9520944,0.2976294
131.5653,0.9,0.8980405,7.070899,0.03367924,-0.05068205,0.9499171,0.3065201
131.5792,0.9,0.9394416,6.792129,0.03510391,-0.03993369,0.9474861,0.315346
131.5934,0.9,0.9794397,6.508012,0.03699122,-0.02991739,0.9448931,0.3239039
131.6072,0.9,1.016338,6.230797,0.03929419,-0.0210417,0.942258,0.3319082
131.6212,0.9,1.051797,5.948569,0.04216072,-0.01290619,0.9396172,0.339375
131.6351,0.9,1.084864,5.668482,0.04556723,-0.005678813,0.9370343,0.3462054
131.6489,0.9,1.115594,5.390434,0.04955358,0.0007193105,0.9345604,0.3523364
131.6628,0.9,1.144531,5.10961,0.05425952,0.006466399,0.9322163,0.3577526
131.6768,0.9,1.171393,4.828113,0.05973505,0.01161855,0.9300271,0.3624172
131.6906,0.9,1.195973,4.548696,0.06605023,0.01625398,0.9280099,0.3662933
131.7042,0.9,1.218323,4.271437,0.07331396,0.02051015,0.9261627,0.3693604
131.7181,0.9,1.239017,3.988952,0.08191822,0.02464229,0.9244457,0.3715943
131.7322,0.9,1.257791,3.70375,0.09211957,0.02880717,0.9228084,0.372973
131.746,0.9,1.274181,3.423216,0.1039666,0.03311576,0.9211898,0.3735017
131.7598,0.9,1.288534,3.142525,0.1180895,0.03788553,0.9194465,0.3731457
131.7737,0.9,1.300949,2.859362,0.1352909,0.04346293,0.9173515,0.3718515
131.7876,0.9,1.311288,2.576216,0.1565089,0.0502567,0.9145584,0.3695432
131.8014,0.9,1.319491,2.295249,0.1829135,0.05870749,0.9105283,0.366107
