time,posx,posy,posz,rotx,roty,rotz,rotw
28.35229,-0.3,0.2542432,10.30384,0.0001601544,0.004056202,-0.001390053,0.9999908
28.36584,-0.3,0.2857139,10.03453,0.001338967,0.03339586,-0.01150541,0.9993751
28.37964,-0.3,0.3167582,9.759979,0.002476764,0.06016701,-0.02142143,0.9979554
28.39355,-0.3,0.3470616,9.482675,0.00353779,0.08301935,-0.03064091,0.9960705
28.40735,-0.3,0.3760925,9.207478,0.004485822,0.1008255,-0.03869118,0.9941414
28.42126,-0.3,0.4043647,8.929525,0.005326786,0.1134481,-0.04540576,0.9924915
28.43518,-0.3,0.4316168,8.651244,0.006047235,0.1205309,-0.05051773,0.9914049
28.44885,-0.3,0.4573975,8.377485,0.006638404,0.1221635,-0.05384455,0.9910262
28.46289,-0.3,0.4828441,8.096062,0.007129952,0.1186232,-0.0553667,0.9913689
28.47656,-0.3,0.5066292,7.821591,0.007270814,0.1014472,-0.05195668,0.9934567
28.49036,-0.3,0.5296288,7.544314,0.007429909,0.08504356,-0.04741394,0.9952208
28.50439,-0.3,0.5520065,7.261762,0.007634589,0.06942313,-0.04259038,0.9966485
28.51807,-0.3,0.5728025,6.986324,0.007886996,0.05532677,-0.03786675,0.9977188
28.53198,-0.3,0.5929589,6.705802,0.008209317,0.04215635,-0.03325242,0.9985238
28.5459,-0.3,0.6120951,6.425094,0.008604322,0.03018791,-0.02882902,0.9990914
28.55969,-0.3,0.6300569,6.146673,0.009078304,0.01949337,-0.02466658,0.9994645
28.57361,-0.3,0.6471619,5.865652,0.009651345,0.009850536,-0.02077579,0.9996891
28.58752,-0.3,0.6632469,5.584345,0.01032904,0.001311612,-0.01719592,0.9997979
28.60144,-0.3,0.6783118,5.302633,0.01112097,-0.006195529,-0.01395633,0.9998215
28.6156,-0.3,0.6925938,5.015551,0.01206241,-0.01290118,-0.01106342,0.9997828
28.62939,-0.3,0.705491,4.735312,0.01312865,-0.01867356,-0.008563559,0.9997028
28.64307,-0.3,0.717285,4.457266,0.01436363,-0.02381053,-0.006458484,0.9995924
28.65735,-0.3,0.7285541,4.166391,0.01588519,-0.0287581,-0.004730083,0.999449
28.67102,-0.3,0.738335,3.887869,0.01761154,-0.03329191,-0.003389585,0.9992847
28.68494,-0.3,0.7472794,3.60408,0.0196986,-0.03800385,-0.002418288,0.9990805
28.69873,-0.3,0.7551387,3.322584,0.02219179,-0.04306802,-0.001793633,0.9988241
28.71289,-0.3,0.7621641,3.0333,0.0253253,-0.04910255,-0.001485436,0.9984716
28.72668,-0.3,0.7679922,2.75126,0.02913494,-0.05628098,-0.001445571,0.9979888
28.74048,-0.3,0.7728181,2.468844,0.03396855,-0.06548522,-0.001609391,0.9972739
28.75439,-0.3,0.7766711,2.183591,0.04033579,-0.07787465,-0.001887812,0.9961451
28.76843,-0.3,0.7795243,1.895572,0.04906373,-0.09510516,-0.002143477,0.9942551
