time,posx,posy,posz,rotx,roty,rotz,rotw
60.72119,-0.3,0.2594838,9.369498,-0.007374219,-0.0008069646,-0.02784756,0.9995847
60.73486,-0.3,0.2910731,9.128017,-0.03101511,-0.00343074,-0.1183836,0.9924775
60.74878,-0.3,0.3222154,8.881786,-0.05197038,-0.005777902,-0.2055153,0.9772559
60.76294,-0.3,0.352857,8.630541,-0.06928167,-0.007767316,-0.2849914,0.9559914
60.77661,-0.3,0.3814398,8.387226,-0.08170474,-0.009260445,-0.3509116,0.9327914
60.79053,-0.3,0.4095218,8.139297,-0.0899119,-0.01035982,-0.4044647,0.9100642
60.8042,-0.3,0.4361179,7.89553,-0.09372383,-0.01104289,-0.443419,0.8913324
60.81812,-0.3,0.4621777,7.647389,-0.09358118,-0.01140968,-0.4680742,0.8786461
60.83203,-0.3,0.4872174,7.398787,0.08814096,0.01139286,0.4767793,-0.8745186
60.8457,-0.3,0.5108244,7.154204,0.07462249,0.01080661,0.4728501,-0.8779109
60.85986,-0.3,0.5342366,6.900511,0.06146875,0.01041958,0.465379,-0.8829131
60.87354,-0.3,0.5558393,6.655654,0.0496203,0.0102031,0.4571859,-0.8879272
60.8877,-0.3,0.5771756,6.401766,0.03826563,0.01015866,0.4487526,-0.8927786
60.90161,-0.3,0.5971149,6.151191,0.02805194,0.01033774,0.4405203,-0.8972448
60.91553,-0.3,0.6160342,5.899911,0.01877997,0.01072121,0.4326284,-0.901313
60.9292,-0.3,0.6336281,5.652026,0.01056832,0.0113288,0.4252356,-0.9049501
60.94312,-0.3,0.6505251,5.398687,0.003091953,0.01217877,0.4183241,-0.9082109
60.95679,-0.3,0.6661323,5.150592,-0.0034318,0.01320449,0.4120262,-0.9110699
60.97046,-0.3,0.6807548,4.902776,-0.009220888,0.01445194,0.4063665,-0.9135494
60.98462,-0.3,0.6948617,4.645832,-0.01449486,0.01600729,0.4013161,-0.915685
60.99878,-0.3,0.7079123,4.388355,-0.01916758,0.01783731,0.3969469,-0.9174681
61.0127,-0.3,0.7197089,4.13454,-0.02334954,0.02001296,0.393301,-0.9188954
61.02637,-0.3,0.7303052,3.884653,-0.02721691,0.02253616,0.3903731,-0.9199784
61.04028,-0.3,0.7400795,3.630927,-0.03105163,0.02540161,0.3881261,-0.9207327
61.0542,-0.3,0.7488338,3.378643,-0.03497724,0.02855106,0.3865268,-0.9211724
61.06812,-0.3,0.756568,3.12332,-0.03938453,0.03269256,0.3855142,-0.9212811
61.08179,-0.3,0.7631731,2.871427,-0.04450421,0.03770326,0.3849981,-0.9210724
61.0957,-0.3,0.768885,2.613585,-0.05095755,0.04400822,0.3848614,-0.9205152
61.10986,-0.3,0.7736501,2.35156,-0.05943833,0.05189578,0.3849398,-0.9195626
61.12354,-0.3,0.7772487,2.098652,-0.07028618,0.06152186,0.3850218,-0.9181684
61.13745,-0.3,0.7799004,1.842353,-0.08543716,0.07439999,0.3847377,-0.916047
61.15137,-0.3,0.781532,1.585861,-0.106991,0.09252974,0.3835399,-0.9126272
