time,posx,posy,posz,rotx,roty,rotz,rotw
149.5074,0.9,0.294451,6.80127,0.00662768,0.02086959,0.1579757,0.9872002
149.5184,0.9,0.3479809,6.657963,0.0144978,0.04435253,0.3420075,0.938538
149.5294,0.9,0.400595,6.514008,0.02185854,0.06436208,0.5091494,0.8579899
149.54,0.9,0.4503028,6.375006,0.02814497,0.07952068,0.647186,0.7576507
149.5518,0.9,0.5039552,6.221464,0.03384141,0.09144223,0.7671617,0.6339999
149.5628,0.9,0.5528733,6.078087,0.03811156,0.09795009,0.8515844,0.5135731
149.5744,0.9,0.6030506,5.927391,0.04146601,0.1010361,0.9119059,0.3956005
149.5849,0.9,0.647184,5.791645,0.04373645,0.1009486,0.9476795,0.2996668
149.5955,0.9,0.6908376,5.654209,0.04545465,0.09927065,0.969016,0.2215565
149.6073,0.9,0.7379345,5.502174,0.04695762,0.09636353,0.98112,0.1609738
149.6173,0.9,0.7767436,5.373699,0.0480594,0.09321593,0.9861714,0.1283244
149.6289,0.9,0.8207016,5.224368,0.0484295,0.08693401,0.98838,0.1149008
149.6399,0.9,0.8609908,5.083628,0.04784297,0.07797604,0.9901141,0.1063246
149.6524,0.9,0.9055074,4.923364,0.04745264,0.06834739,0.9916796,0.09822658
149.6634,0.9,0.9432036,4.783233,0.04736613,0.06032346,0.9929057,0.09086233
149.6733,0.9,0.9759951,4.657873,0.04750087,0.05348277,0.9938749,0.08423769
149.6854,0.9,1.014868,4.504327,0.04796075,0.04566983,0.9948165,0.07716342
149.6962,0.9,1.048377,4.367143,0.04864806,0.03911044,0.9955629,0.07041486
149.7076,0.9,1.082598,4.221826,0.04968133,0.03268811,0.9961926,0.06374703
149.7177,0.9,1.111798,4.093184,0.05085108,0.02739425,0.9966673,0.05760257
149.7297,0.9,1.144867,3.941624,0.05259545,0.02174844,0.997056,0.05138242
149.7397,0.9,1.171586,3.814209,0.05433834,0.01735832,0.9973252,0.04569956
149.7508,0.9,1.199893,3.673781,0.05664512,0.01301409,0.9974982,0.04024191
149.7632,0.9,1.230022,3.516924,0.059709,0.008741802,0.9975699,0.03482319
149.7739,0.9,1.255033,3.380153,0.06279062,0.005412328,0.9975652,0.02986415
149.7845,0.9,1.278353,3.24632,0.06619737,0.002555364,0.9974803,0.02538541
149.7954,0.9,1.301375,3.107503,0.07018114,2.789054E-07,0.997307,0.02129296
149.8071,0.9,1.324798,2.958164,0.07501262,-0.002315873,0.997026,0.01751947
149.8184,0.9,1.346003,2.814703,0.08019713,-0.004200112,0.9966697,0.01415314
149.8289,0.9,1.364519,2.681549,0.08550665,-0.005685763,0.9962578,0.01125843
149.8396,0.9,1.382378,2.545211,0.09153831,-0.006928036,0.9957386,0.008802578
149.8509,0.9,1.399811,2.402784,0.09853993,-0.007963883,0.9950783,0.006764258
149.8624,0.9,1.416358,2.257076,0.1065508,-0.008794728,0.9942551,0.005146836
149.8736,0.9,1.431268,2.114801,0.1152915,-0.009432374,0.993279,0.003955175
149.884,0.9,1.443846,1.98426,0.1241682,-0.009908818,0.9922067,0.003168477
149.895,0.9,1.456026,1.845923,0.1346379,-0.01030707,0.9908374,0.00277206
149.9071,0.9,1.468055,1.693817,0.147645,-0.01068562,0.9889789,0.002772436
149.9175,0.9,1.477238,1.563008,0.1602201,-0.01101325,0.987015,0.003096951
149.929,0.9,1.486093,1.419184,0.1758914,-0.0114387,0.9843361,0.003726634
149.9404,0.9,1.49353,1.277597,0.1935126,-0.01197926,0.9810139,0.004602257
149.9513,0.9,1.499451,1.142004,0.2128212,-0.01267202,0.9769927,0.005637445
149.9629,0.9,1.504457,0.9975624,0.2366397,-0.01371605,0.9714773,0.006747861
