time,posx,posy,posz,rotx,roty,rotz,rotw
129.5507,-0.3,0.2503768,9.886999,-0.0003654667,-3.415481E-05,9.735407E-05,0.9999999
129.5646,-0.3,0.2828045,9.624541,-0.03117125,-0.002951535,0.00831206,0.9994752
129.5786,-0.3,0.3144832,9.359461,-0.05913826,-0.005705916,0.01636596,0.9980993
129.5924,-0.3,0.3445998,9.098532,-0.08255289,-0.008154918,0.02377163,0.9962698
129.6063,-0.3,0.3739673,8.834867,-0.1013269,-0.01031389,0.03043479,0.9943341
129.6204,-0.3,0.4025589,8.568501,-0.114849,-0.01214666,0.03612315,0.9926516
129.634,-0.3,0.4294069,8.308883,-0.1225926,-0.01358471,0.04052714,0.9915362
129.6481,-0.3,0.4559494,8.042021,-0.1250272,-0.0147024,0.04365266,0.9910835
129.6619,-0.3,0.4810192,7.779648,-0.1222499,-0.01547465,0.0453161,0.9913436
129.6757,-0.3,0.5050868,7.517147,-0.1060243,-0.01530497,0.0431743,0.9933079
129.6895,-0.3,0.528152,7.254035,-0.08987805,-0.01519537,0.03975934,0.9950429
129.7034,-0.3,0.5504059,6.988075,-0.07468611,-0.01523445,0.03600888,0.9964403
129.7175,-0.3,0.572003,6.716811,-0.06044615,-0.01543466,0.03218319,0.9975331
129.7313,-0.3,0.5920261,6.452323,-0.04780976,-0.01579811,0.02846812,0.9983257
129.745,-0.3,0.6108829,6.190314,-0.03651712,-0.01634569,0.02491998,0.9988886
129.7589,-0.3,0.6290653,5.923651,-0.02629038,-0.01714498,0.02153583,0.9992753
129.7727,-0.3,0.6460816,5.659123,-0.01738703,-0.01817366,0.01836213,0.999515
129.7866,-0.3,0.6622328,5.391222,-0.009615946,-0.0194999,0.01541832,0.9996448
129.8005,-0.3,0.677364,5.122338,-0.002992305,-0.02109582,0.01272912,0.999692
129.8146,-0.3,0.6915944,4.850183,0.002625169,-0.02301773,0.01031356,0.9996784
129.8286,-0.3,0.7047867,4.577724,0.007303718,-0.02530902,0.00819433,0.9996194
129.8423,-0.3,0.716637,4.312215,0.01108942,-0.0279638,0.006394143,0.999527
129.856,-0.3,0.7275028,4.046893,0.01426682,-0.03113,0.004917753,0.9994015
129.8699,-0.3,0.7375515,3.776646,0.01703556,-0.03496284,0.003763395,0.9992363
129.8837,-0.3,0.7465053,3.510226,0.01955746,-0.03951474,0.002930138,0.9990233
129.8976,-0.3,0.7545227,3.242314,0.02210478,-0.04506211,0.002414214,0.9987367
129.9115,-0.3,0.7615201,2.973851,0.02484534,-0.05174811,0.002199633,0.9983487
129.9255,-0.3,0.7675453,2.700699,0.02809002,-0.05995583,0.002268891,0.9978032
129.9395,-0.3,0.7724936,2.429125,0.03223141,-0.07023616,0.002591928,0.9970062
129.9534,-0.3,0.7764218,2.15733,0.0379161,-0.08350536,0.003140595,0.9957808
129.9674,-0.3,0.7793509,1.882517,0.04597251,-0.1012209,0.003872082,0.9937937
