time,posx,posy,posz,rotx,roty,rotz,rotw
46.7514,0.3,0.2606604,9.879054,0.004669987,-0.003213581,-0.009031719,0.9999431
46.7652,0.3,0.2891158,9.64231,0.0167927,-0.01151138,-0.03278353,0.9992551
46.77893,0.3,0.3166523,9.40641,0.02772521,-0.01890423,-0.05561411,0.9978883
46.79291,0.3,0.3438659,9.166188,0.0373845,-0.0253168,-0.07711633,0.9959993
46.80676,0.3,0.3700329,8.928014,0.04526658,-0.03038843,-0.0961535,0.9938722
46.82068,0.3,0.3955045,8.688912,0.05133735,-0.03407188,-0.112395,0.9917515
46.83453,0.3,0.4200573,8.450618,0.0554706,-0.0362914,-0.1253297,0.9898982
46.84839,0.3,0.4438047,8.211641,0.05770197,-0.03707686,-0.1347117,0.9885082
46.86243,0.3,0.4670445,7.969016,0.05809741,-0.03644827,-0.1403817,0.9877192
46.87634,0.3,0.4892662,7.728229,0.05548572,-0.03355476,-0.1395954,0.9880832
46.89032,0.3,0.5107676,7.486274,0.04945213,-0.02808277,-0.1304591,0.9898214
46.90411,0.3,0.5311837,7.247615,0.04393294,-0.02295828,-0.1196195,0.9915816
46.91833,0.3,0.5513964,7.001636,0.03869943,-0.01798509,-0.1082557,0.9932067
46.93201,0.3,0.5700284,6.76501,0.03412314,-0.01348575,-0.09725408,0.9945831
46.94568,0.3,0.5878762,6.52802,0.03000638,-0.009250995,-0.08662249,0.9957463
46.95984,0.3,0.6055347,6.282092,0.02623674,-0.005141536,-0.07621776,0.9967327
46.97321,0.3,0.6214319,6.049349,0.02316077,-0.001526785,-0.06655926,0.9975125
46.98718,0.3,0.6372532,5.805574,0.02044586,0.001961392,-0.05733516,0.9981437
47.0014,0.3,0.6525097,5.557211,0.01820946,0.005245884,-0.04863085,0.9986371
47.01526,0.3,0.6665574,5.31458,0.01653039,0.008233305,-0.04067076,0.9990019
47.02893,0.3,0.6796299,5.0747,0.01535573,0.01103571,-0.03349956,0.9992598
47.04285,0.3,0.6921305,4.831344,0.01466601,0.01371707,-0.0270757,0.9994317
47.05682,0.3,0.7038681,4.58829,0.01448208,0.01627852,-0.02143314,0.9995329
47.07062,0.3,0.7146484,4.349747,0.01477035,0.01878401,-0.01661379,0.9995764
47.08441,0.3,0.7246304,4.109676,0.01545155,0.02134751,-0.01261146,0.9995732
47.09845,0.3,0.7339694,3.86382,0.01655774,0.02406725,-0.009412111,0.9995289
47.11218,0.3,0.7423055,3.622216,0.01807656,0.02689335,-0.007008038,0.9994503
47.12628,0.3,0.7500407,3.373799,0.02006345,0.03013075,-0.005366061,0.9993302
47.14026,0.3,0.7568856,3.126513,0.02249258,0.03373111,-0.004439686,0.9991679
47.15399,0.3,0.7628129,2.883821,0.02540362,0.03769123,-0.004156373,0.9989579
47.16791,0.3,0.7680119,2.637536,0.0289548,0.04243316,-0.00443568,0.9986698
47.18176,0.3,0.7723811,2.391676,0.03322286,0.0480614,-0.005165562,0.9982784
47.19543,0.3,0.775903,2.149048,0.03842681,0.05537759,-0.006195141,0.9977065
47.20947,0.3,0.7787033,1.901543,0.04531636,0.06533716,-0.00738083,0.9968064
47.22321,0.3,0.7806427,1.659684,0.05426602,0.07831045,-0.008517437,0.9954146
47.23712,0.3,0.7818008,1.413485,0.06689387,0.09709277,-0.009372713,0.9929805
