time,posx,posy,posz,rotx,roty,rotz,rotw
37.3446,-0.9,0.3349677,10.96971,-0.03799972,-0.004458279,-0.2416265,0.9696147
37.35815,-0.9,0.4263186,10.67187,-0.07310706,-0.008694109,-0.4825356,0.8727767
37.37219,-0.9,0.5179287,10.36334,-0.09883349,-0.01181727,-0.6839537,0.722703
37.38599,-0.9,0.6049394,10.0602,-0.1130305,-0.01336047,-0.8260248,0.5520223
37.3999,-0.9,0.6897006,9.753962,-0.1180932,-0.01356715,-0.9151435,0.3852042
37.41406,-0.9,0.7728357,9.441631,-0.1166607,-0.01279967,-0.9627047,0.2437747
37.42761,-0.9,0.8494474,9.142134,-0.1117808,-0.01150208,-0.9827573,0.1468365
37.44165,-0.9,0.9257872,8.831434,-0.1051725,-0.0102133,-0.9897347,0.09622764
37.45569,-0.9,0.9990407,8.520274,0.08934727,0.008520322,0.9928026,-0.07929456
37.46936,-0.9,1.067417,8.217202,0.07224239,0.007145791,0.9949208,-0.06973214
37.48328,-0.9,1.134008,7.909172,0.05569983,0.005954479,0.9965023,-0.06201077
37.49719,-0.9,1.197566,7.601257,0.04007968,0.004907033,0.9976733,-0.05493281
37.51111,-0.9,1.258091,7.292925,0.02539376,0.003999297,0.9985055,-0.04822843
37.52502,-0.9,1.315583,6.983755,0.01164235,0.003227654,0.9990503,-0.04186332
37.53906,-0.9,1.370507,6.670712,-0.001313785,0.002591356,0.9993533,-0.03583848
37.55298,-0.9,1.421907,6.35973,-0.01329441,0.002096727,0.9994521,-0.03023844
37.56689,-0.9,1.470274,6.047815,-0.02450974,0.001743624,0.9993831,-0.02509421
37.58032,-0.9,1.514069,5.747169,-0.03474782,0.0015117,0.9991847,-0.02049984
37.59412,-0.9,1.556119,5.439238,-0.04499953,0.001406746,0.9988515,-0.01639326
37.60815,-0.9,1.595853,5.126674,-0.05536132,0.001431551,0.9983835,-0.01278661
37.62231,-0.9,1.632806,4.811402,-0.06578486,0.001587692,0.9977854,-0.009708431
37.63611,-0.9,1.665783,4.502924,-0.07619964,0.001902554,0.9970649,-0.007185235
37.65015,-0.9,1.696285,4.186569,-0.08726134,0.002421302,0.996169,-0.00519626
37.66406,-0.9,1.723476,3.872247,-0.09909856,0.00307726,0.9950659,-0.003737378
37.67786,-0.9,1.747435,3.561217,-0.1122002,0.003847239,0.9936743,-0.002780034
37.69165,-0.9,1.768414,3.250504,-0.1274814,0.004778194,0.9918269,-0.002273175
37.70557,-0.9,1.78656,2.936136,-0.1461252,0.005965831,0.9892458,-0.002146452
37.71936,-0.9,1.801553,2.623765,-0.1688448,0.007428679,0.985612,-0.002317127
37.73328,-0.9,1.813659,2.307312,-0.1979415,0.009299755,0.9801661,-0.002663444
37.74707,-0.9,1.822667,1.992718,-0.2353326,0.01164233,0.9718404,-0.003038807
